                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.93381,                 1.6556,                 4.1163,                 1.0064,                0.73493,                0.31019,                0.23738,                0.19714,                0.73726,                0.31548,                0.23876,                0.17595,                0.51851,                 1.2081,                 2.4808,                0.86127,              8.574e-05,              8.574e-05,              8.574e-05
                      2,                0.65902,                 1.1217,                 2.2948,                0.87199,                0.58693,                0.55026,                0.32924,                0.27691,                0.58693,                0.55026,                 0.3221,                 0.2265,                0.53598,                 0.9042,                 2.4881,                0.82539,             0.00018393,             0.00018393,             0.00018393
                      3,                0.56497,                0.90697,                 1.5329,                0.86214,                0.34524,                0.65917,                0.37851,                0.33086,                0.39721,                0.71252,                0.41971,                0.27379,                0.50368,                0.86567,                 3.2994,                0.84072,             0.00028014,             0.00028014,             0.00028014
                      4,                0.52817,                0.71275,                 1.2401,                0.83863,                0.31832,                0.45943,                0.31408,                0.26385,                0.31149,                0.46737,                0.31055,                0.21065,                0.64195,                 0.9333,                 4.5977,                 0.8535,             0.00037437,             0.00037437,             0.00037437
                      5,                0.53165,                0.74564,                 1.1517,                0.82953,                0.44775,                0.61747,                0.53289,                0.44563,                 0.4235,                0.63878,                0.53159,                0.37146,                0.55437,                0.96341,                 7.8838,                0.83909,             0.00046662,             0.00046662,             0.00046662
                      6,                0.55148,                 1.1227,                 1.1105,                0.84935,                0.65061,                0.72386,                 0.7427,                0.63518,                0.61697,                0.72068,                0.68733,                0.45288,                0.62432,                 1.4209,                 1.5353,                0.85516,             0.00055689,             0.00055689,             0.00055689
                      7,                0.55612,                0.87332,                 1.1366,                0.85015,                0.21916,                0.66802,                0.39949,                0.34449,                0.23264,                0.54409,                0.39308,                0.28046,                0.62601,                 1.8115,                 2.8098,                0.86179,             0.00064518,             0.00064518,             0.00064518
                      8,                0.56084,                0.74105,                0.94956,                0.85953,                0.39687,                0.72902,                0.51736,                0.46817,                0.39693,                0.72286,                0.51634,                0.37604,                 0.5036,                0.95318,                    inf,                0.84094,             0.00073148,             0.00073148,             0.00073148
                      9,                0.52824,                0.68058,                 0.8483,                0.86316,                0.51631,                 0.5172,                0.60492,                0.52088,                0.51631,                 0.5172,                0.60075,                 0.4335,                0.59618,                 1.3549,                 5.0519,                0.86258,             0.00081581,             0.00081581,             0.00081581
                     10,                 0.6049,                0.75496,                0.91717,                0.84118,                0.56941,                0.77089,                0.73679,                0.61585,                0.56941,                0.77089,                0.73592,                0.53712,                0.59652,                 1.5527,                 1.8113,                0.87475,             0.00089816,             0.00089816,             0.00089816
                     11,                0.62435,                0.74487,                0.98669,                0.84269,                0.64112,                0.80033,                0.77608,                0.64783,                0.64112,                0.80033,                0.78282,                0.53076,                0.68338,                 1.1562,                 1.2088,                0.87739,             0.00097852,             0.00097852,             0.00097852
                     12,                0.59503,                0.76738,                 1.0816,                0.85649,                0.60998,                0.83543,                0.72339,                0.58249,                0.60739,                0.82947,                0.72003,                0.51993,                0.57653,                 1.1937,                 1.4429,                 0.8557,              0.0010569,              0.0010569,              0.0010569
                     13,                0.56655,                0.86636,                 1.1584,                0.88256,                 0.5351,                0.83246,                0.73661,                0.60435,                0.53264,                0.82651,                0.73402,                0.53395,                0.55812,                 1.1573,                 1.4406,                0.85186,              0.0011333,              0.0011333,              0.0011333
                     14,                0.55507,                0.78246,                0.99248,                0.85566,                0.48692,                 0.7029,                0.67393,                 0.5689,                0.48436,                0.69695,                0.65805,                0.45693,                0.60901,                  1.235,                 1.2995,                0.86503,              0.0012077,              0.0012077,              0.0012077
                     15,                0.60289,                 0.7939,                0.92597,                0.88445,                0.51276,                 0.8337,                0.74527,                0.64237,                0.51044,                0.82775,                 0.7377,                0.53192,                0.61221,                 1.6865,                 1.5672,                0.86208,              0.0012309,              0.0012309,              0.0012309
                     16,                0.53921,                0.64008,                0.83109,                0.83687,                0.54628,                0.71659,                0.62851,                0.53975,                0.54038,                0.70552,                0.61602,                0.41524,                 0.6667,                 1.2875,                 1.7925,                0.90489,              0.0012309,              0.0012309,              0.0012309
                     17,                0.54755,                0.71501,                0.84016,                0.85284,                0.54071,                0.64767,                0.57119,                0.49952,                 0.5315,                0.64172,                0.55301,                0.38184,                0.62627,                 1.2881,                 2.3795,                0.93879,              0.0012168,              0.0012168,              0.0012168
                     18,                0.55337,                0.73378,                0.75024,                0.85567,                0.72585,                0.73753,                0.77905,                0.66676,                0.76171,                 0.6806,                0.76094,                0.53232,                0.62166,                 1.2977,                 1.1544,                0.96202,              0.0012026,              0.0012026,              0.0012026
                     19,                0.60489,                0.74292,                0.79586,                0.85746,                0.66267,                0.78906,                  0.859,                0.73624,                0.65181,                0.77295,                0.84318,                 0.5849,                0.59935,                 1.0918,                 1.2176,                0.87356,              0.0011885,              0.0011885,              0.0011885
                     20,                0.57708,                0.85319,                0.76124,                0.86679,                0.84349,                0.82281,                0.87062,                0.73607,                0.83605,                0.81686,                0.86566,                0.64666,                 0.5888,                0.99942,                0.86684,                0.87993,              0.0011744,              0.0011744,              0.0011744
                     21,                0.58622,                0.75797,                0.69447,                 0.8455,                 0.8317,                0.86941,                0.89066,                0.77565,                 0.8197,                0.85758,                0.88181,                0.63976,                0.51676,                0.90552,                0.77084,                0.86533,              0.0011602,              0.0011602,              0.0011602
                     22,                 0.5568,                 0.7285,                0.67725,                0.86304,                0.76033,                0.72637,                0.84001,                0.74933,                0.76033,                0.72637,                0.83014,                0.62508,                0.49226,                0.88239,                0.86915,                0.84652,              0.0011461,              0.0011461,              0.0011461
                     23,                0.56877,                 0.6887,                 0.6749,                0.86241,                0.85627,                0.75437,                0.85401,                0.74234,                0.84962,                0.74841,                0.84982,                0.59857,                0.48413,                0.98454,                0.81341,                0.85304,              0.0011319,              0.0011319,              0.0011319
                     24,                0.52666,                0.70832,                0.60149,                0.85739,                0.58038,                0.76073,                0.83948,                0.71798,                0.56117,                0.74908,                0.81832,                0.55972,                 0.5275,                 1.3944,                  1.549,                0.84758,              0.0011178,              0.0011178,              0.0011178
                     25,                0.53072,                0.66127,                0.64571,                0.83627,                0.83673,                0.67683,                0.80331,                0.67865,                0.80826,                0.65712,                0.77995,                0.53442,                0.55409,                 1.4485,                 1.1719,                0.85301,              0.0011036,              0.0011036,              0.0011036
                     26,                0.53634,                0.74105,                 0.6943,                0.86121,                0.72119,                0.75066,                0.84352,                0.73084,                0.70388,                0.73656,                0.82565,                0.57542,                0.54042,                 1.3047,                0.99282,                0.84801,              0.0010895,              0.0010895,              0.0010895
                     27,                0.50977,                0.65348,                0.59398,                0.84602,                0.76527,                0.87309,                0.87821,                 0.7581,                0.75785,                0.86282,                0.86277,                0.62901,                0.56985,                0.96531,                0.77844,                0.84588,              0.0010753,              0.0010753,              0.0010753
                     28,                0.50538,                 0.7146,                0.60514,                0.84738,                0.75979,                0.83772,                0.91152,                0.80252,                0.73909,                0.83289,                0.89646,                0.69732,                0.50652,                0.84553,                0.78841,                0.84169,              0.0010612,              0.0010612,              0.0010612
                     29,                0.54476,                0.63027,                0.55125,                0.84203,                0.79168,                 0.8034,                0.92573,                  0.817,                0.80418,                0.80157,                0.91129,                0.71355,                0.50689,                0.91028,                0.82033,                0.83928,               0.001047,               0.001047,               0.001047
                     30,                0.49444,                0.62472,                0.61892,                0.83346,                0.85178,                0.81405,                0.90184,                0.79156,                0.84781,                0.81223,                0.89396,                0.66277,                0.54206,                 1.0083,                0.71951,                0.85204,              0.0010329,              0.0010329,              0.0010329
                     31,                0.52994,                0.60795,                0.66926,                0.84554,                0.73318,                0.85709,                 0.8806,                0.74165,                0.72089,                0.84245,                0.86992,                0.65385,                0.57264,                0.90278,                0.85531,                0.86441,              0.0010187,              0.0010187,              0.0010187
                     32,                0.50369,                 0.6348,                0.57528,                0.83662,                0.81634,                  0.865,                 0.8849,                0.76144,                0.80978,                0.85905,                0.87765,                0.64941,                0.54545,                0.67462,                0.73304,                0.85221,              0.0010046,              0.0010046,              0.0010046
                     33,                0.49197,                0.66706,                0.63492,                0.82899,                0.67898,                0.88319,                0.88517,                0.77561,                 0.6785,                   0.88,                0.88378,                0.65249,                0.52625,                0.77299,                 0.7869,                0.85562,             0.00099044,             0.00099044,             0.00099044
                     34,                 0.4794,                0.57258,                0.58778,                0.84122,                0.80087,                0.84223,                0.89076,                0.78924,                0.79273,                0.83628,                0.88821,                0.68009,                0.48355,                0.77079,                0.72942,                0.85368,             0.00097629,             0.00097629,             0.00097629
                     35,                0.49037,                0.57947,                0.56008,                0.83467,                0.75138,                0.80801,                0.84707,                0.75884,                0.74484,                0.80205,                0.84126,                0.64206,                0.48202,                0.73729,                0.97295,                0.84299,             0.00096215,             0.00096215,             0.00096215
                     36,                0.48307,                0.63916,                0.58656,                0.85072,                0.82235,                0.80269,                0.89229,                0.80902,                0.81398,                0.79673,                0.88471,                0.69279,                0.43498,                0.65492,                0.67995,                0.83695,               0.000948,               0.000948,               0.000948
                     37,                 0.4749,                0.59486,                0.50984,                0.84189,                0.87463,                0.76061,                0.88501,                0.80609,                0.86609,                0.75466,                0.87651,                0.67931,                0.41972,                 0.6859,                0.70055,                  0.834,             0.00093385,             0.00093385,             0.00093385
                     38,                0.48877,                0.67419,                0.53592,                0.82942,                  0.761,                 0.8836,                0.83677,                0.74132,                0.75458,                0.87765,                0.82769,                0.61703,                0.49141,                0.81036,                0.83932,                0.84367,              0.0009197,              0.0009197,              0.0009197
                     39,                0.47053,                0.61219,                0.52605,                0.82715,                0.67378,                0.84675,                0.79634,                0.70381,                0.65913,                0.83485,                0.78152,                0.59041,                0.45184,                0.70254,                 1.2196,                0.84015,             0.00090556,             0.00090556,             0.00090556
                     40,                 0.4628,                0.59687,                0.45973,                0.83522,                0.67693,                0.81106,                0.79552,                0.70091,                0.65993,                0.79931,                0.77779,                0.56855,                0.48178,                0.68453,                0.94767,                0.83935,             0.00089141,             0.00089141,             0.00089141
                     41,                0.45498,                0.59648,                0.46319,                0.84051,                0.79455,                0.79782,                0.82259,                0.73902,                0.77119,                0.78021,                0.79976,                0.60422,                0.44455,                0.71403,                0.84934,                0.83433,             0.00087726,             0.00087726,             0.00087726
                     42,                0.49304,                0.56343,                0.45439,                  0.838,                 0.7839,                0.81521,                0.83988,                0.75521,                  0.765,                 0.7947,                0.82138,                0.60965,                0.44364,                0.75089,                 0.8951,                0.83802,             0.00086312,             0.00086312,             0.00086312
                     43,                0.48566,                0.63971,                0.49934,                0.85119,                0.80047,                0.76245,                0.82413,                0.74065,                 0.8046,                0.74388,                0.81691,                0.62401,                 0.4415,                0.76592,                 0.9578,                0.84715,             0.00084897,             0.00084897,             0.00084897
                     44,                0.47372,                0.58255,                 0.4884,                0.82527,                0.78692,                0.76418,                0.81561,                0.73802,                0.77418,                0.74713,                0.80896,                0.59537,                 0.4279,                0.77218,                0.83116,                0.83811,             0.00083482,             0.00083482,             0.00083482
                     45,                0.42507,                0.51324,                0.45684,                0.81317,                0.79009,                0.74109,                0.85055,                0.77249,                0.78304,                0.72836,                0.84247,                0.63742,                0.42967,                0.72389,                0.73746,                0.83496,             0.00082067,             0.00082067,             0.00082067
                     46,                0.45037,                0.67106,                0.44057,                0.82244,                0.79422,                0.80031,                 0.8853,                0.80232,                0.78256,                0.78859,                0.87715,                0.66996,                0.44785,                0.79489,                0.66067,                0.83313,             0.00080653,             0.00080653,             0.00080653
                     47,                0.43239,                0.55816,                 0.4103,                0.82488,                0.74951,                0.89845,                0.88697,                0.80999,                0.73987,                0.88654,                0.87154,                0.66696,                 0.4429,                0.80905,                0.61044,                0.83602,             0.00079238,             0.00079238,             0.00079238
                     48,                0.43529,                0.56733,                0.42641,                0.82302,                0.75434,                0.86307,                0.86954,                0.79061,                0.73589,                0.84593,                0.83964,                0.63076,                0.43147,                0.78256,                0.64251,                0.83351,             0.00077823,             0.00077823,             0.00077823
                     49,                0.43667,                0.51819,                0.45019,                0.81246,                0.80512,                0.81607,                0.83761,                0.75592,                0.78376,                0.79822,                0.81371,                 0.6079,                0.45852,                0.85956,                0.71759,                0.83072,             0.00076409,             0.00076409,             0.00076409
                     50,                0.45443,                0.67651,                0.45012,                0.82145,                0.78331,                0.81846,                0.84093,                 0.7557,                 0.7593,                0.83073,                0.83232,                   0.62,                0.47855,                0.87591,                0.71385,                0.84244,             0.00074994,             0.00074994,             0.00074994
                     51,                0.45107,                0.60765,                0.42582,                 0.8262,                0.77431,                0.78823,                0.83797,                0.76606,                0.77705,                0.76597,                0.82883,                0.62811,                 0.4025,                0.82754,                0.77331,                0.82927,             0.00073579,             0.00073579,             0.00073579
                     52,                0.44561,                0.64452,                0.42472,                0.81829,                0.78904,                 0.8362,                0.83788,                0.75792,                0.77449,                0.82438,                0.82545,                0.61752,                0.42642,                0.70607,                0.76461,                0.83043,             0.00072164,             0.00072164,             0.00072164
                     53,                0.43409,                0.56841,                0.43873,                0.82672,                0.78924,                0.81643,                0.81828,                0.73912,                0.77419,                0.80453,                0.80374,                0.61278,                0.43021,                0.68263,                0.84483,                0.82786,              0.0007075,              0.0007075,              0.0007075
                     54,                0.44849,                0.58055,                0.41893,                0.82369,                0.80291,                0.82161,                0.85374,                0.76961,                0.78813,                 0.8097,                0.83794,                0.63479,                0.42274,                0.73854,                0.82569,                0.82653,             0.00069335,             0.00069335,             0.00069335
                     55,                 0.4142,                0.55165,                0.38166,                0.82403,                0.75792,                0.89498,                0.88641,                0.79763,                0.74612,                0.88307,                0.87472,                0.68118,                0.41907,                 0.8554,                0.62665,                0.83036,              0.0006792,              0.0006792,              0.0006792
                     56,                0.42286,                0.60843,                0.37087,                0.80722,                0.80644,                0.82016,                0.84575,                0.76212,                0.79116,                0.80831,                0.82874,                0.62155,                0.45132,                0.93635,                0.75008,                0.82301,             0.00066506,             0.00066506,             0.00066506
                     57,                0.41542,                0.64819,                0.39763,                0.81514,                0.81295,                0.77796,                0.81498,                0.72818,                0.79858,                0.76586,                0.79642,                0.59354,                0.44459,                0.95693,                0.82407,                0.81978,             0.00065091,             0.00065091,             0.00065091
                     58,                 0.4139,                0.58984,                  0.367,                0.80351,                0.74995,                0.82123,                0.80015,                0.72226,                 0.7369,                0.80962,                0.78429,                0.58376,                0.41415,                0.74113,                0.89543,                0.81794,             0.00063676,             0.00063676,             0.00063676
                     59,                0.42692,                0.57135,                0.39509,                0.81203,                0.82295,                0.80469,                0.82444,                0.75058,                  0.816,                0.79873,                0.81332,                0.60932,                0.42887,                0.73241,                0.78405,                0.81829,             0.00062262,             0.00062262,             0.00062262
                     60,                 0.4293,                0.53823,                0.38249,                0.82603,                0.80111,                  0.836,                0.84171,                 0.7699,                0.79441,                0.83005,                0.83353,                0.62654,                 0.3589,                0.71723,                0.73065,                0.81497,             0.00060847,             0.00060847,             0.00060847
                     61,                0.41239,                0.57354,                0.38296,                0.80531,                 0.7993,                0.83019,                0.84438,                0.77845,                0.79274,                0.82423,                0.83432,                0.63948,                0.36256,                0.74557,                 0.7551,                0.81439,             0.00059432,             0.00059432,             0.00059432
                     62,                0.40165,                0.55212,                  0.392,                 0.8032,                0.78117,                0.84307,                0.84805,                0.77862,                0.77476,                0.83712,                0.83958,                0.63041,                0.39408,                0.78553,                0.75854,                0.81959,             0.00058017,             0.00058017,             0.00058017
                     63,                0.41519,                0.58457,                0.37397,                0.82278,                 0.8056,                0.81724,                0.86562,                0.79229,                0.79846,                0.81129,                0.85161,                0.65021,                0.40482,                0.76132,                0.70024,                0.81487,             0.00056603,             0.00056603,             0.00056603
                     64,                0.41455,                0.53878,                0.36094,                0.81621,                0.78764,                0.80958,                0.88088,                0.80915,                0.77014,                0.80563,                0.85912,                0.66926,                0.40728,                0.74952,                0.65811,                0.81817,             0.00055188,             0.00055188,             0.00055188
                     65,                0.38313,                0.52425,                0.34165,                0.81081,                0.79139,                0.76896,                 0.8656,                0.78891,                0.78562,                0.76301,                0.85049,                0.65932,                0.39287,                0.77967,                0.66468,                0.82085,             0.00053773,             0.00053773,             0.00053773
                     66,                0.39874,                0.58565,                0.36138,                0.81292,                0.68595,                 0.9138,                0.86887,                 0.7977,                0.68595,                 0.9138,                0.86317,                0.66032,                0.37571,                0.79071,                0.64991,                0.81951,             0.00052359,             0.00052359,             0.00052359
                     67,                0.37444,                0.49889,                 0.3409,                0.81508,                0.81796,                0.77662,                0.86458,                0.79653,                0.80559,                0.76495,                0.85583,                 0.6644,                0.39645,                 1.0033,                 0.7109,                0.82547,             0.00050944,             0.00050944,             0.00050944
                     68,                0.40511,                0.56094,                0.37314,                0.81082,                0.73399,                0.86583,                0.87766,                0.80418,                0.72244,                 0.8552,                0.86837,                0.66854,                0.40208,                0.96257,                0.66314,                0.82748,             0.00049529,             0.00049529,             0.00049529
                     69,                0.36762,                0.48997,                0.33459,                0.80784,                0.72438,                0.87763,                0.87104,                0.79463,                0.71911,                 0.8718,                0.86711,                0.65211,                0.38519,                0.91685,                0.64309,                0.82548,             0.00048114,             0.00048114,             0.00048114
                     70,                0.40026,                0.51534,                0.36996,                0.82717,                0.78152,                0.87368,                0.87442,                0.79977,                0.76902,                0.86177,                0.86178,                0.65266,                0.38258,                0.91625,                0.64094,                0.81756,               0.000467,               0.000467,               0.000467
                     71,                0.37916,                0.51332,                0.33253,                0.80796,                0.80749,                0.81247,                 0.8839,                0.80953,                0.80079,                0.80706,                0.87835,                0.65535,                0.39192,                0.92315,                0.67376,                0.81401,             0.00045285,             0.00045285,             0.00045285
                     72,                0.37043,                 0.4839,                0.32037,                0.80877,                0.82105,                0.76642,                0.88144,                0.80481,                0.81076,                0.75331,                0.86433,                0.65733,                0.39146,                0.97188,                0.74689,                0.81579,              0.0004387,              0.0004387,              0.0004387
                     73,                0.38066,                0.53342,                0.32223,                0.81462,                0.86737,                0.76805,                0.88612,                 0.8137,                0.85319,                0.75614,                0.86887,                0.66832,                 0.4204,                 1.0148,                0.69582,                0.82576,             0.00042456,             0.00042456,             0.00042456
                     74,                0.38427,                 0.5304,                0.33077,                0.80271,                0.80351,                0.82825,                 0.9086,                  0.836,                0.79178,                 0.8166,                0.89226,                0.68914,                0.38688,                 0.9841,                0.64967,                0.82646,             0.00041041,             0.00041041,             0.00041041
                     75,                0.39175,                0.49531,                0.33173,                0.81057,                0.89182,                0.80714,                0.92365,                0.84739,                0.87819,                0.79535,                0.90263,                0.68804,                 0.4025,                0.89414,                0.57668,                0.82891,             0.00039626,             0.00039626,             0.00039626
                     76,                0.39305,                0.53107,                0.34314,                0.82551,                0.84477,                0.89239,                0.92275,                0.84131,                0.82684,                0.90107,                 0.9137,                0.68492,                0.40139,                 0.8612,                0.52309,                0.82776,             0.00038211,             0.00038211,             0.00038211
                     77,                0.37216,                0.50243,                0.34753,                0.80817,                0.87999,                0.87823,                0.92109,                 0.8364,                0.87376,                0.87228,                0.91237,                0.69101,                0.38887,                0.84881,                0.51504,                 0.8259,             0.00036797,             0.00036797,             0.00036797
                     78,                0.37742,                0.51038,                0.33069,                0.81143,                0.88924,                0.82978,                0.91273,                0.83678,                0.88277,                0.82383,                0.90525,                0.67679,                 0.3865,                0.86329,                0.56126,                0.82345,             0.00035382,             0.00035382,             0.00035382
                     79,                0.38132,                0.53144,                0.30477,                0.80801,                0.82887,                 0.8254,                0.89975,                 0.8245,                0.81484,                0.81349,                0.88028,                0.66385,                0.36372,                0.94075,                0.59899,                0.81741,             0.00033967,             0.00033967,             0.00033967
                     80,                0.37433,                0.54219,                0.33223,                0.81853,                0.86133,                0.89021,                0.90683,                0.83245,                0.84904,                0.87831,                0.88786,                0.67409,                0.38074,                0.95283,                0.51805,                0.82443,             0.00032553,             0.00032553,             0.00032553
                     81,                 0.3549,                0.51607,                0.30398,                0.80681,                0.81534,                0.92857,                0.90575,                0.83508,                0.80687,                0.91071,                0.88732,                0.67101,                0.37073,                 0.9524,                0.52567,                0.82373,             0.00031138,             0.00031138,             0.00031138
                     82,                0.36124,                0.53965,                0.32037,                0.80086,                0.86842,                0.90949,                0.91567,                 0.8425,                0.85384,                0.90214,                0.89706,                0.68802,                0.36854,                0.88612,                0.48926,                0.82256,             0.00029723,             0.00029723,             0.00029723
                     83,                0.35768,                0.52855,                0.33033,                0.79991,                0.88309,                0.89616,                 0.9267,                0.85521,                   0.87,                0.88776,                0.91284,                0.70764,                0.37103,                 0.8935,                0.47744,                0.82378,             0.00028308,             0.00028308,             0.00028308
                     84,                0.34097,                 0.4565,                0.28712,                0.80848,                0.89127,                0.79828,                0.92458,                0.85035,                0.89097,                0.78333,                0.91164,                0.69572,                0.37275,                0.92573,                0.56495,                0.82243,             0.00026894,             0.00026894,             0.00026894
                     85,                 0.3399,                0.53305,                0.28599,                0.80755,                0.86765,                0.81069,                 0.9189,                0.84866,                 0.8609,                0.80474,                0.90758,                0.69164,                0.36224,                0.92266,                0.59493,                0.81945,             0.00025479,             0.00025479,             0.00025479
                     86,                0.34167,                0.51064,                0.28177,                0.80148,                 0.9125,                0.82918,                0.91584,                0.84886,                 0.9057,                0.82323,                0.90744,                0.68164,                0.35515,                0.81254,                0.54694,                0.81698,             0.00024064,             0.00024064,             0.00024064
                     87,                0.34932,                0.44061,                0.27667,                0.80952,                0.89074,                0.86319,                0.91285,                0.84216,                0.88433,                0.85724,                0.90816,                0.69119,                0.36149,                 0.7988,                0.50446,                0.82115,              0.0002265,              0.0002265,              0.0002265
                     88,                0.35051,                0.49517,                0.29698,                0.79233,                0.88863,                0.85787,                0.91606,                0.84627,                0.88863,                0.85787,                0.91681,                0.68681,                 0.3633,                0.79605,                0.50457,                0.82182,             0.00021235,             0.00021235,             0.00021235
                     89,                0.34222,                0.44754,                0.28565,                 0.8181,                0.89931,                0.83852,                0.91867,                0.84441,                0.89931,                0.83852,                0.91942,                0.68705,                 0.3531,                0.80202,                  0.505,                0.81914,              0.0001982,              0.0001982,              0.0001982
                     90,                0.33958,                 0.4502,                0.28305,                0.80032,                0.90094,                0.87581,                0.92373,                0.84658,                0.89453,                0.86986,                 0.9156,                0.69711,                0.35652,                0.80542,                0.47886,                0.81995,             0.00018406,             0.00018406,             0.00018406
                     91,                0.35621,                0.49498,                0.27206,                 0.8176,                 0.9274,                  0.884,                0.92929,                0.85455,                0.92066,                0.87805,                0.91972,                0.70235,                 0.3489,                0.80988,                0.45576,                0.81842,             0.00016991,             0.00016991,             0.00016991
                     92,                0.34773,                0.50825,                0.26771,                 0.8041,                 0.9123,                0.90588,                0.92879,                0.85017,                0.90552,                0.89993,                0.92052,                0.69697,                0.36718,                  0.828,                0.45686,                0.81807,             0.00015576,             0.00015576,             0.00015576
                     93,                0.35842,                0.53407,                 0.2791,                0.81894,                0.90966,                0.89897,                0.92871,                0.84512,                0.90288,                0.89302,                0.92036,                0.69451,                0.37511,                0.80683,                0.45584,                0.82053,             0.00014161,             0.00014161,             0.00014161
                     94,                0.35089,                0.52056,                0.27492,                0.80438,                0.90645,                 0.8956,                0.92498,                0.83792,                0.89956,                0.88965,                  0.917,                 0.6915,                0.37308,                0.80217,                0.46452,                0.82042,             0.00012747,             0.00012747,             0.00012747
                     95,                0.33371,                0.47018,                0.26548,                 0.7964,                0.91048,                0.89207,                0.92467,                0.84486,                0.90335,                0.88621,                0.91668,                0.69139,                0.37015,                0.79186,                0.46444,                0.82065,             0.00011332,             0.00011332,             0.00011332
                     96,                0.33983,                 0.4997,                0.26275,                0.80058,                0.91793,                 0.8958,                0.92356,                0.85115,                0.91113,                0.88985,                0.91473,                0.69557,                0.36065,                0.83899,                 0.4652,                0.81994,             9.9173e-05,             9.9173e-05,             9.9173e-05
                     97,                0.32514,                0.46621,                0.24715,                0.79884,                0.92134,                0.89437,                0.92211,                 0.8504,                0.91456,                0.88842,                0.91043,                0.69428,                 0.3603,                0.90648,                0.46698,                0.81943,             8.5026e-05,             8.5026e-05,             8.5026e-05
                     98,                0.32915,                0.45647,                0.24761,                0.79986,                0.93233,                 0.8631,                0.92388,                0.84951,                0.92558,                0.85715,                0.91055,                0.68832,                0.36932,                0.91059,                0.48109,                0.81736,             7.0878e-05,             7.0878e-05,             7.0878e-05
                     99,                0.32633,                0.46496,                 0.2415,                0.79061,                0.91731,                0.85092,                0.92247,                0.84986,                0.91057,                0.84497,                0.90874,                0.68322,                0.36892,                0.94355,                0.49193,                0.81618,             5.6731e-05,             5.6731e-05,             5.6731e-05
                    100,                 0.3358,                0.48588,                0.24926,                0.80514,                0.92157,                0.84782,                0.92366,                0.85125,                 0.9148,                0.84186,                0.91139,                0.68609,                0.36556,                  1.001,                0.49813,                0.81502,             4.2584e-05,             4.2584e-05,             4.2584e-05
